Player,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Catches_Per_Match,Dismissals_Per_Match,Stumping_Rate
LA Collado (GIBR),2019-2019,2019,2019,0,4,4,3,2,1,2,0,1 (1ct 0st),0.75,0.50,0.75,0.25
PC Connell (IRE),2008-2010,2008,2010,2,9,8,3,3,0,0,3,1 (1ct 0st),0.375,0.33,0.33,0.00
TK Curran (ENG),2017-2019,2017,2019,2,15,15,3,3,0,0,3,1 (1ct 0st),0.2,0.20,0.20,0.00
CJ Dala (SA),2018-2019,2018,2019,1,9,9,3,3,0,0,3,1 (1ct 0st),0.333,0.33,0.33,0.00
SM Davies (ENG),2009-2011,2009,2011,2,5,5,3,2,1,2,0,2 (2ct 0st),0.6,0.40,0.60,0.20
CD de Lange (SCOT),2015-2017,2015,2017,2,8,7,3,3,0,0,3,1 (1ct 0st),0.428,0.38,0.38,0.00
Delawar Khan (DEN),2019-2019,2019,2019,0,9,7,3,3,0,0,3,2 (2ct 0st),0.428,0.33,0.33,0.00
BFW de Leede (NL),2018-2019,2018,2019,1,8,8,3,3,0,0,3,1 (1ct 0st),0.375,0.38,0.38,0.00
JL Denly (ENG),2009-2019,2009,2019,10,10,10,3,3,0,0,3,1 (1ct 0st),0.3,0.30,0.30,0.00
N Dutta (CAN),2019-2019,2019,2019,0,11,11,3,3,0,0,3,2 (2ct 0st),0.272,0.27,0.27,0.00
LH Ferguson (NZ),2017-2019,2017,2019,2,8,8,3,3,0,0,3,2 (2ct 0st),0.375,0.38,0.38,0.00
CRD Fernando (SL),2006-2016,2006,2016,10,18,18,3,3,0,0,3,1 (1ct 0st),0.166,0.17,0.17,0.00
Fiaz Ahmed (BAH),2019-2019,2019,2019,0,4,4,3,3,0,0,3,2 (2ct 0st),0.75,0.75,0.75,0.00
Fitri Sham (MAL),2019-2019,2019,2019,0,15,14,3,3,0,0,3,1 (1ct 0st),0.214,0.20,0.20,0.00
SC Getkate (IRE),2019-2019,2019,2019,0,14,14,3,3,0,0,3,2 (2ct 0st),0.214,0.21,0.21,0.00
D Gim (NGA),2019-2019,2019,2019,0,6,6,3,3,0,0,3,2 (2ct 0st),0.5,0.50,0.50,0.00
BD Glover (NL),2019-2019,2019,2019,0,19,19,3,3,0,0,3,1 (1ct 0st),0.157,0.16,0.16,0.00
LF Goncalves (),2019-2019,2019,2019,0,3,3,3,1,2,1,0,2 (1ct 1st),1,0.33,1.00,0.67
Z Groenewald (NAM),2019-2019,2019,2019,0,10,10,3,3,0,0,3,1 (1ct 0st),0.3,0.30,0.30,0.00
GM Hamilton (SCOT),2007-2010,2007,2010,3,12,11,3,3,0,0,3,2 (2ct 0st),0.272,0.25,0.25,0.00
Haris Sohail (PAK),2013-2019,2013,2019,6,14,14,3,3,0,0,3,2 (2ct 0st),0.214,0.21,0.21,0.00
BE Hendricks (SA),2014-2019,2014,2019,5,11,11,3,3,0,0,3,2 (2ct 0st),0.272,0.27,0.27,0.00
MC Henriques (AUS),2009-2017,2009,2017,8,11,11,3,3,0,0,3,1 (1ct 0st),0.272,0.27,0.27,0.00
JR Hopes (AUS),2005-2010,2005,2010,5,12,12,3,3,0,0,3,1 (1ct 0st),0.25,0.25,0.25,0.00
Ibrarul Haq (Saudi),2019-2019,2019,2019,0,5,5,3,3,0,0,3,3 (3ct 0st),0.6,0.60,0.60,0.00
Imran Farhat (PAK),2010-2011,2010,2011,1,7,7,3,3,0,0,3,1 (1ct 0st),0.428,0.43,0.43,0.00
Imran Khan (1) (PAK),2015-2015,2015,2015,0,3,3,3,3,0,0,3,2 (2ct 0st),1,1.00,1.00,0.00
Inam-ul-Haq (QAT),2019-2019,2019,2019,0,11,11,3,3,0,0,3,1 (1ct 0st),0.272,0.27,0.27,0.00
MM Iqbal (SCOT),2012-2013,2012,2013,1,6,6,3,3,0,0,3,1 (1ct 0st),0.5,0.50,0.50,0.00
Izatullah Dawlatzai (AFG/GER),2012-2019,2012,2019,7,14,14,3,3,0,0,3,2 (2ct 0st),0.214,0.21,0.21,0.00
Jahurul Islam (BDESH),2010-2013,2010,2013,3,3,3,3,3,0,0,3,1 (1ct 0st),1,1.00,1.00,0.00
GSNFG Jayasuriya (SL),2015-2019,2015,2019,4,16,16,3,3,0,0,3,1 (1ct 0st),0.187,0.19,0.19,0.00
S Jora (NEPAL),2019-2019,2019,2019,0,6,6,3,3,0,0,3,1 (1ct 0st),0.5,0.50,0.50,0.00
I Katzarski (),2019-2019,2019,2019,0,3,3,3,3,0,0,3,2 (2ct 0st),1,1.00,1.00,0.00
S Kaveri (Mex),2019-2019,2019,2019,0,7,7,3,3,0,0,3,2 (2ct 0st),0.428,0.43,0.43,0.00
JM Kemp (SA),2005-2007,2005,2007,2,8,8,3,3,0,0,3,1 (1ct 0st),0.375,0.38,0.38,0.00
Khurram Nawaz (OMAN),2017-2019,2017,2019,2,18,18,3,3,0,0,3,1 (1ct 0st),0.166,0.17,0.17,0.00
J Kila (PNG),2019-2019,2019,2019,0,12,12,3,3,0,0,3,2 (2ct 0st),0.25,0.25,0.25,0.00
AK Kitchen (NZ),2017-2018,2017,2018,1,5,4,3,3,0,0,3,2 (2ct 0st),0.75,0.60,0.60,0.00
RAS Lakmal (SL),2011-2019,2011,2019,8,11,11,3,3,0,0,3,1 (1ct 0st),0.272,0.27,0.27,0.00
S Lamichhane (ICC/NEPAL),2018-2019,2018,2019,1,18,18,3,3,0,0,3,1 (1ct 0st),0.166,0.17,0.17,0.00
KS Leverock (BMUDA),2019-2019,2019,2019,0,12,12,3,3,0,0,3,1 (1ct 0st),0.25,0.25,0.25,0.00
CA Lynn (AUS),2014-2018,2014,2018,4,18,17,3,3,0,0,3,1 (1ct 0st),0.176,0.17,0.17,0.00
WK McCallan (IRE),2008-2009,2008,2009,1,9,8,3,3,0,0,3,1 (1ct 0st),0.375,0.33,0.33,0.00
R McLaren (SA),2009-2014,2009,2014,5,12,12,3,3,0,0,3,1 (1ct 0st),0.25,0.25,0.25,0.00
CD McMillan (NZ),2005-2007,2005,2007,2,8,8,3,3,0,0,3,2 (2ct 0st),0.375,0.38,0.38,0.00
WJ Malinda (Mald),2019-2019,2019,2019,0,3,3,3,3,0,0,3,2 (2ct 0st),1,1.00,1.00,0.00
SE Marsh (AUS),2008-2016,2008,2016,8,15,15,3,3,0,0,3,2 (2ct 0st),0.2,0.20,0.20,0.00
RD McCann (IRE),2012-2012,2012,2012,0,3,3,3,1,2,1,0,2 (0ct 2st),1,0.33,1.00,0.67
Md Shafiqul Haque (THAI),2019-2019,2019,2019,0,4,4,3,1,2,1,0,1 (1ct 0st),0.75,0.25,0.75,0.50
GP Meade (ITA),2019-2019,2019,2019,0,8,7,3,3,0,0,3,1 (1ct 0st),0.428,0.38,0.38,0.00
Mehran Khan (OMAN),2015-2019,2015,2019,4,19,18,3,3,0,0,3,1 (1ct 0st),0.166,0.16,0.16,0.00
T Mishra (KENYA),2007-2013,2007,2013,6,15,15,3,3,0,0,3,1 (1ct 0st),0.2,0.20,0.20,0.00
Mohamed Rishwan (Mald),2019-2019,2019,2019,0,11,11,3,3,0,0,3,1 (1ct 0st),0.272,0.27,0.27,0.00
Mohammad Asif (PAK),2006-2010,2006,2010,4,11,11,3,3,0,0,3,1 (1ct 0st),0.272,0.27,0.27,0.00
Mohammad Mithun (BDESH),2014-2019,2014,2019,5,14,12,3,3,0,0,3,2 (2ct 0st),0.25,0.21,0.21,0.00
Mohammad Saifuddin (BDESH),2017-2019,2017,2019,2,13,13,3,3,0,0,3,1 (1ct 0st),0.23,0.23,0.23,0.00
Mohammad Sami (PAK),2010-2016,2010,2016,6,13,13,3,3,0,0,3,1 (1ct 0st),0.23,0.23,0.23,0.00
JM Muirhead (AUS),2014-2014,2014,2014,0,5,5,3,3,0,0,3,1 (1ct 0st),0.6,0.60,0.60,0.00
Mujeeb Ur Rahman (AFG),2018-2019,2018,2019,1,16,16,3,3,0,0,3,1 (1ct 0st),0.187,0.19,0.19,0.00
AA Mulla (CAN),2008-2008,2008,2008,0,4,4,3,1,2,1,0,1 (1ct 0st),0.75,0.25,0.75,0.50
T Munyonga (ZIM),2019-2019,2019,2019,0,5,5,3,3,0,0,3,2 (2ct 0st),0.6,0.60,0.60,0.00
TJ Murtagh (IRE),2012-2016,2012,2016,4,14,14,3,3,0,0,3,1 (1ct 0st),0.214,0.21,0.21,0.00
Najeeb Tarakai (AFG),2014-2019,2014,2019,5,12,12,3,3,0,0,3,2 (2ct 0st),0.25,0.25,0.25,0.00
M Nasim Baras (AFG),2015-2015,2015,2015,0,3,3,3,3,0,0,3,2 (2ct 0st),1,1.00,1.00,0.00
A Ndlovu (ZIM),2019-2019,2019,2019,0,3,3,3,3,0,0,3,2 (2ct 0st),1,1.00,1.00,0.00
PM Nevill (AUS),2016-2016,2016,2016,0,9,9,3,2,1,2,0,1 (1ct 0st),0.333,0.22,0.33,0.11
DO Obuya (KENYA),2007-2012,2007,2012,5,10,10,3,2,1,1,1,1 (1ct 0st),0.3,0.20,0.30,0.10
H Patel (CAN),2010-2013,2010,2013,3,11,11,3,3,0,0,3,1 (1ct 0st),0.272,0.27,0.27,0.00
SR Patel (ENG),2011-2013,2011,2013,2,18,18,3,3,0,0,3,1 (1ct 0st),0.166,0.17,0.17,0.00
JL Pattinson (AUS),2011-2012,2011,2012,1,4,4,3,3,0,0,3,2 (2ct 0st),0.75,0.75,0.75,0.00
Pavandeep Singh (MAL),2019-2019,2019,2019,0,10,10,3,3,0,0,3,2 (2ct 0st),0.3,0.30,0.30,0.00
RW Price (ZIM),2008-2012,2008,2012,4,16,16,3,3,0,0,3,1 (1ct 0st),0.187,0.19,0.19,0.00
S Qeshile (SA),2019-2019,2019,2019,0,2,2,3,3,0,3,0,2 (2ct 0st),1.5,1.50,1.50,0.00
K Rabada (SA),2014-2019,2014,2019,5,21,21,3,3,0,0,3,1 (1ct 0st),0.142,0.14,0.14,0.00
LN Rajbanshi (NEPAL),2018-2019,2018,2019,1,12,12,3,3,0,0,3,1 (1ct 0st),0.25,0.25,0.25,0.00
Aminuddin Ramly (MAL),2019-2019,2019,2019,0,10,9,3,3,0,0,3,2 (2ct 0st),0.333,0.30,0.30,0.00
S Ravikumar (CRC),2019-2019,2019,2019,0,3,3,3,3,0,0,3,2 (2ct 0st),1,1.00,1.00,0.00
AJ Redmond (NZ),2009-2010,2009,2010,1,7,7,3,3,0,0,3,2 (2ct 0st),0.428,0.43,0.43,0.00
KA Reynolds (Blz),2019-2019,2019,2019,0,3,3,3,3,0,0,3,2 (2ct 0st),1,1.00,1.00,0.00
MJ Ross (ITA),2019-2019,2019,2019,0,8,7,3,3,0,0,3,2 (2ct 0st),0.428,0.38,0.38,0.00
Saad Bin Zafar (CAN),2019-2019,2019,2019,0,11,11,3,3,0,0,3,1 (1ct 0st),0.272,0.27,0.27,0.00
Sajid Cheema (Saudi),2019-2019,2019,2019,0,5,5,3,3,0,0,3,1 (1ct 0st),0.6,0.60,0.60,0.00
Salman Butt (PAK),2007-2010,2007,2010,3,24,24,3,3,0,0,3,1 (1ct 0st),0.125,0.13,0.13,0.00
P Sarraf (NEPAL),2019-2019,2019,2019,0,9,9,3,3,0,0,3,1 (1ct 0st),0.333,0.33,0.33,0.00
BM Scholtz (NAM),2019-2019,2019,2019,0,14,14,3,3,0,0,3,1 (1ct 0st),0.214,0.21,0.21,0.00
SMSM Senanayake (SL),2012-2016,2012,2016,4,24,24,3,3,0,0,3,1 (1ct 0st),0.125,0.13,0.13,0.00
Shahzaib Hasan (PAK),2009-2010,2009,2010,1,10,10,3,3,0,0,3,2 (2ct 0st),0.3,0.30,0.30,0.00
D Sheeli (KUW),2019-2019,2019,2019,0,3,3,3,3,0,0,3,3 (3ct 0st),1,1.00,1.00,0.00
NK Shetty (Mex),2019-2019,2019,2019,0,2,2,3,3,0,0,3,2 (2ct 0st),1.5,1.50,1.50,0.00
Shiraz Khan (KUW),2019-2019,2019,2019,0,6,6,3,3,0,0,3,1 (1ct 0st),0.5,0.50,0.50,0.00
P Silas (Botsw),2019-2019,2019,2019,0,4,4,3,3,0,0,3,1 (1ct 0st),0.75,0.75,0.75,0.00
VS Solanki (ENG),2005-2007,2005,2007,2,3,3,3,3,0,2,1,2 (2ct 0st),1,1.00,1.00,0.00
MWR Stokes (GUE),2019-2019,2019,2019,0,9,9,3,3,0,0,3,1 (1ct 0st),0.333,0.33,0.33,0.00
AO Suji (KENYA),2007-2010,2007,2010,3,8,8,3,3,0,0,3,1 (1ct 0st),0.375,0.38,0.38,0.00
CR Suryawanshi (SGP),2019-2019,2019,2019,0,3,3,3,3,0,0,3,1 (1ct 0st),1,1.00,1.00,0.00
A Symonds (AUS),2005-2009,2005,2009,4,14,14,3,3,0,0,3,1 (1ct 0st),0.214,0.21,0.21,0.00
SW Tait (AUS),2007-2016,2007,2016,9,21,21,3,3,0,0,3,1 (1ct 0st),0.142,0.14,0.14,0.00
SN Thakur (INDIA),2018-2018,2018,2018,0,7,7,3,3,0,0,3,1 (1ct 0st),0.428,0.43,0.43,0.00
OFJ Tonuu (Samoa),2019-2019,2019,2019,0,4,4,3,3,0,3,0,1 (1ct 0st),0.75,0.75,0.75,0.00
JD Unadkat (INDIA),2016-2018,2016,2018,2,10,10,3,3,0,0,3,1 (1ct 0st),0.3,0.30,0.30,0.00
LV van Beek (NL),2014-2016,2014,2016,2,8,8,3,3,0,0,3,1 (1ct 0st),0.375,0.38,0.38,0.00
HE van der Dussen (SA),2018-2019,2018,2019,1,9,9,3,3,0,0,3,2 (2ct 0st),0.333,0.33,0.33,0.00
M Vijay (INDIA),2010-2015,2010,2015,5,9,9,3,3,0,0,3,1 (1ct 0st),0.333,0.33,0.33,0.00
TP Visee (NL),2015-2019,2015,2019,4,27,26,3,3,0,0,3,1 (1ct 0st),0.115,0.11,0.11,0.00
AC Voges (AUS),2007-2013,2007,2013,6,7,7,3,3,0,0,3,1 (1ct 0st),0.428,0.43,0.43,0.00
C Waiswa (UGA),2019-2019,2019,2019,0,4,4,3,3,0,0,3,1 (1ct 0st),0.75,0.75,0.75,0.00
HR Walsh (USA/WI),2019-2019,2019,2019,0,13,13,3,3,0,0,3,1 (1ct 0st),0.23,0.23,0.23,0.00
BJ Watling (NZ),2009-2014,2009,2014,5,5,5,3,3,0,2,1,1 (1ct 0st),0.6,0.60,0.60,0.00
UT Yadav (INDIA),2012-2019,2012,2019,7,7,7,3,3,0,0,3,1 (1ct 0st),0.428,0.43,0.43,0.00
KJ Young (Blz),2019-2019,2019,2019,0,3,3,3,3,0,3,0,1 (1ct 0st),1,1.00,1.00,0.00
SA Abbott (AUS),2014-2019,2014,2019,5,4,4,2,2,0,0,2,2 (2ct 0st),0.5,0.50,0.50,0.00
Abdullah Akbarjan (Aut),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
Abdul Razzaq (PAK),2006-2013,2006,2013,7,32,32,2,2,0,0,2,1 (1ct 0st),0.062,0.06,0.06,0.00
Abdul Shakoor (ROM),2019-2019,2019,2019,0,2,2,2,1,1,1,0,2 (1ct 1st),1,0.50,1.00,0.50
AS Abioye (NGA),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
IKO Aboagye (Ghana),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
Abu Hider (BDESH),2016-2018,2016,2018,2,13,12,2,2,0,0,2,1 (1ct 0st),0.166,0.15,0.15,0.00
Abdul Hashmi (DEN),2019-2019,2019,2019,0,8,6,2,1,1,1,0,1 (1ct 0st),0.333,0.13,0.25,0.13
Ahmed Faiz (MAL),2019-2019,2019,2019,0,10,9,2,2,0,0,2,1 (1ct 0st),0.222,0.20,0.20,0.00
CM Akachukwu (NGA),2019-2019,2019,2019,0,8,8,2,2,0,0,2,2 (2ct 0st),0.25,0.25,0.25,0.00
DI Allan (KENYA),2012-2013,2012,2013,1,10,10,2,2,0,0,2,1 (1ct 0st),0.2,0.20,0.20,0.00
Alok Kapali (BDESH),2007-2011,2007,2011,4,7,7,2,2,0,0,2,1 (1ct 0st),0.285,0.29,0.29,0.00
TR Ambrose (ENG),2008-2008,2008,2008,0,1,1,2,1,1,1,0,2 (1ct 1st),2,1.00,2.00,1.00
Amjad Khan (UAE),2015-2016,2015,2016,1,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
Amjad Mahboob (SGP),2019-2019,2019,2019,0,11,11,2,2,0,0,2,1 (1ct 0st),0.181,0.18,0.18,0.00
Amjad Sher (Fin),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
Anamul Haque (BDESH),2012-2015,2012,2015,3,13,12,2,2,0,1,1,1 (1ct 0st),0.166,0.15,0.15,0.00
Anique Uddin (DEN),2019-2019,2019,2019,0,6,5,2,2,0,0,2,1 (1ct 0st),0.4,0.33,0.33,0.00
R Ankad (Mex),2019-2019,2019,2019,0,8,8,2,2,0,0,2,1 (1ct 0st),0.25,0.25,0.25,0.00
Anwar Arudin (MAL),2019-2019,2019,2019,0,12,11,2,2,0,0,2,1 (1ct 0st),0.181,0.17,0.17,0.00
Anwar Rahman (MAL),2019-2019,2019,2019,0,9,8,2,2,0,0,2,1 (1ct 0st),0.25,0.22,0.22,0.00
Areeb Quadir (Fin),2019-2019,2019,2019,0,2,2,2,2,0,0,2,2 (2ct 0st),1,1.00,1.00,0.00
Ashfaq Ahmed (UAE),2018-2019,2018,2019,1,12,12,2,2,0,0,2,1 (1ct 0st),0.166,0.17,0.17,0.00
MNM Aslam (KUW),2019-2019,2019,2019,0,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
Asrar Ahmed (),2019-2019,2019,2019,0,3,3,2,2,0,0,2,1 (1ct 0st),0.666,0.67,0.67,0.00
AA Banner (Blz),2019-2019,2019,2019,0,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
GG Banner (Blz),2019-2019,2019,2019,0,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
LJ Barker (GUE),2019-2019,2019,2019,0,9,9,2,2,0,0,2,1 (1ct 0st),0.222,0.22,0.22,0.00
GEF Barnett (CAN),2008-2010,2008,2010,2,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
CD Barnwell (WI),2011-2013,2011,2013,2,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
A Bhagwat (HKG),2019-2019,2019,2019,0,4,4,2,2,0,2,0,2 (2ct 0st),0.5,0.50,0.50,0.00
M Bhanuka (SL),2019-2019,2019,2019,0,2,2,2,2,0,2,0,1 (1ct 0st),1,1.00,1.00,0.00
RA Bhatti (CAN),2012-2012,2012,2012,0,4,4,2,1,1,1,0,1 (1ct 0st),0.5,0.25,0.50,0.25
DE Bollinger (AUS),2011-2014,2011,2014,3,9,9,2,2,0,0,2,1 (1ct 0st),0.222,0.22,0.22,0.00
JP Bray (IRE),2009-2009,2009,2009,0,2,2,2,2,0,0,2,1 (1ct 0st),1,1.00,1.00,0.00
GB Brent (ZIM),2006-2007,2006,2007,1,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
PR Brown (ENG),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
AF Buurman (NL),2010-2010,2010,2010,0,4,4,2,1,1,1,0,2 (1ct 1st),0.5,0.25,0.50,0.25
VD Chandra (PNM),2019-2019,2019,2019,0,3,3,2,2,0,2,0,1 (1ct 0st),0.666,0.67,0.67,0.00
BB Chari (ZIM),2019-2019,2019,2019,0,3,3,2,2,0,0,2,1 (1ct 0st),0.666,0.67,0.67,0.00
PP Chawla (INDIA),2010-2012,2010,2012,2,7,7,2,2,0,0,2,2 (2ct 0st),0.285,0.29,0.29,0.00
CK Coventry (ZIM),2010-2015,2010,2015,5,13,13,2,2,0,1,1,1 (1ct 0st),0.153,0.15,0.15,0.00
KM Dabengwa (ZIM),2006-2010,2006,2010,4,8,8,2,2,0,0,2,1 (1ct 0st),0.25,0.25,0.25,0.00
F Damiao Couana (Moz),2019-2019,2019,2019,0,7,6,2,2,0,0,2,1 (1ct 0st),0.333,0.29,0.29,0.00
P Danci (ROM),2019-2019,2019,2019,0,2,2,2,2,0,0,2,2 (2ct 0st),1,1.00,1.00,0.00
RR David (CAN),2008-2008,2008,2008,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
JM Davison (CAN),2008-2010,2008,2010,2,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
LA Dawson (ENG),2016-2018,2016,2018,2,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
TB de Bruyn (SA),2017-2017,2017,2017,0,2,2,2,2,0,0,2,2 (2ct 0st),1,1.00,1.00,0.00
N Deonarine (WI),2010-2013,2010,2013,3,8,8,2,2,0,0,2,2 (2ct 0st),0.25,0.25,0.25,0.00
AP Devcich (NZ),2013-2014,2013,2014,1,4,4,2,2,0,0,2,2 (2ct 0st),0.5,0.50,0.50,0.00
R Dhawan (INDIA),2016-2016,2016,2016,0,1,1,2,2,0,0,2,2 (2ct 0st),2,2.00,2.00,0.00
GD Drummond (SCOT),2008-2013,2008,2013,5,17,17,2,2,0,0,2,1 (1ct 0st),0.117,0.12,0.12,0.00
L Emilio (Moz),2019-2019,2019,2019,0,5,4,2,2,0,0,2,1 (1ct 0st),0.5,0.40,0.40,0.00
GDR Eranga (CAN),2019-2019,2019,2019,0,9,9,2,2,0,0,2,1 (1ct 0st),0.222,0.22,0.22,0.00
Faran Afzal (ESP),2019-2019,2019,2019,0,9,9,2,2,0,0,2,1 (1ct 0st),0.222,0.22,0.22,0.00
Fayyaz Butt (OMAN),2019-2019,2019,2019,0,14,14,2,2,0,0,2,1 (1ct 0st),0.142,0.14,0.14,0.00
A Ferguson (Arg),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
N Pradeep (SL),2016-2019,2016,2019,3,14,14,2,2,0,0,2,1 (1ct 0st),0.142,0.14,0.14,0.00
WIA Fernando (SL),2019-2019,2019,2019,0,10,10,2,2,0,0,2,1 (1ct 0st),0.2,0.20,0.20,0.00
NJ Ferraby (JER),2019-2019,2019,2019,0,14,14,2,2,0,0,2,1 (1ct 0st),0.142,0.14,0.14,0.00
SP Fleming (NZ),2005-2006,2005,2006,1,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
DR Flynn (NZ),2008-2012,2008,2012,4,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
JD Freyone (GIBR),2019-2019,2019,2019,0,4,4,2,2,0,0,2,2 (2ct 0st),0.5,0.50,0.50,0.00
GC Galanis (),2019-2019,2019,2019,0,2,2,2,2,0,0,2,1 (1ct 0st),1,1.00,1.00,0.00
V Ganesan (GER),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
CJ Gannon (USA),2019-2019,2019,2019,0,4,4,2,2,0,0,2,2 (2ct 0st),0.5,0.50,0.50,0.00
Habib Ahmadzai (Aut),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
Hamid Hassan (AFG),2010-2016,2010,2016,6,22,22,2,2,0,0,2,1 (1ct 0st),0.09,0.09,0.09,0.00
Hammad Azam (PAK),2012-2013,2012,2013,1,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
Jandu Hamoud (KUW),2019-2019,2019,2019,0,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
AS Hansra (CAN),2012-2013,2012,2013,1,8,8,2,2,0,0,2,1 (1ct 0st),0.25,0.25,0.25,0.00
Haseeb Amjad (HKG),2014-2016,2014,2016,2,18,18,2,2,0,0,2,1 (1ct 0st),0.111,0.11,0.11,0.00
JW Hastings (AUS),2010-2016,2010,2016,6,9,9,2,2,0,0,2,1 (1ct 0st),0.222,0.22,0.22,0.00
C Hauptfleisch (Caym),2019-2019,2019,2019,0,5,5,2,1,1,1,0,1 (1ct 0st),0.4,0.20,0.40,0.20
Hazratullah Zazai (AFG),2016-2019,2016,2019,3,13,13,2,2,0,0,2,1 (1ct 0st),0.153,0.15,0.15,0.00
L Hermida (Mex),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
D Heyliger (CAN),2019-2019,2019,2019,0,11,11,2,2,0,0,2,1 (1ct 0st),0.181,0.18,0.18,0.00
RM Hira (NZ),2012-2013,2012,2013,1,15,15,2,2,0,0,2,1 (1ct 0st),0.133,0.13,0.13,0.00
Hirenkumar Patel (Chile),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
S Hirugade (Mex),2019-2019,2019,2019,0,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
Imran Anwar (BAH),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
Imran Ali (KUW),2019-2019,2019,2019,0,4,4,2,2,0,0,2,2 (2ct 0st),0.5,0.50,0.50,0.00
CA Ingram (SA),2010-2012,2010,2012,2,9,9,2,2,0,0,2,1 (1ct 0st),0.222,0.22,0.22,0.00
Irfan Ahmed (HKG),2014-2015,2014,2015,1,8,8,2,2,0,0,2,1 (1ct 0st),0.25,0.25,0.25,0.00
Ismat Ullah (),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
H Ivanov (),2019-2019,2019,2019,0,3,3,2,2,0,2,0,1 (1ct 0st),0.666,0.67,0.67,0.00
Joginder Sharma (INDIA),2007-2007,2007,2007,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
GO Jones (ENG),2005-2006,2005,2006,1,2,2,2,2,0,2,0,1 (1ct 0st),1,1.00,1.00,0.00
MBS Jonkman (NL),2010-2010,2010,2010,0,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
Junaid Siddiqui (CAN),2012-2019,2012,2019,7,13,13,2,2,0,0,2,1 (1ct 0st),0.153,0.15,0.15,0.00
Junaid Siddique (UAE),2019-2019,2019,2019,0,8,8,2,2,0,0,2,1 (1ct 0st),0.25,0.25,0.25,0.00
Karweng NG (PHI),2019-2019,2019,2019,0,4,4,2,2,0,0,2,2 (2ct 0st),0.5,0.50,0.50,0.00
MS Kasprowicz (AUS),2005-2005,2005,2005,0,2,2,2,2,0,0,2,1 (1ct 0st),1,1.00,1.00,0.00
SM Katich (AUS),2005-2006,2005,2006,1,3,3,2,2,0,0,2,1 (1ct 0st),0.666,0.67,0.67,0.00
Z Khan (INDIA),2006-2012,2006,2012,6,17,17,2,2,0,0,2,1 (1ct 0st),0.117,0.12,0.12,0.00
Khurram Khan (UAE),2014-2014,2014,2014,0,3,3,2,2,0,0,2,1 (1ct 0st),0.666,0.67,0.67,0.00
M Klinger (AUS),2017-2017,2017,2017,0,3,3,2,2,0,0,2,1 (1ct 0st),0.666,0.67,0.67,0.00
HGJM Kulatunga (SL),2008-2008,2008,2008,0,2,2,2,2,0,0,2,2 (2ct 0st),1,1.00,1.00,0.00
JS Kundi (KENYA),2019-2019,2019,2019,0,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
