Player,Span_bat,Start_Year_bat,End_Year_bat,Career_Length_bat,Mat_bat,Inns_bat,NO,Runs_bat,HS,HS_Numeric,HS_NotOut,Ave_bat,BF,SR_bat,100,50,0,Runs_Per_Match,Century_Rate,Fifty_Rate,Consistency_Score,Span_bowl,Start_Year_bowl,End_Year_bowl,Career_Length_bowl,Mat_bowl,Inns_bowl,Balls,Runs_bowl,Wkts,BBI,Ave_bowl,Econ,SR_bowl,4,5,Wickets_Per_Match,Economy_Score,Bowling_Impact_Score,Five_Wicket_Rate,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Catches_Per_Match,Dismissals_Per_Match,Stumping_Rate,has_batting,has_bowling,player_role_hint
BD Julien (WI),1973-1977,1973.0,1977.0,5.0,12.0,8.0,2.0,86.0,26*,26.0,1.0,14.33,148.0,58.1,0.0,0.0,1.0,7.17,0,0,31.838,1973-1977,1973,1977,4,12,12,778,463,18.0,Apr-20,25.72,3.57,43.2,2,0,1.50,0.28,1.13,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BE Congdon (NZ),1973-1978,1973.0,1978.0,6.0,11.0,9.0,3.0,338.0,101,101.0,0.0,56.33,472.0,71.61,1.0,2.0,0.0,30.73,9.09,18.18,62.442,1973-1978,1973,1978,5,11,10,437,287,7.0,Feb-17,41,3.94,62.4,0,0,0.64,0.25,0.52,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BE Hendricks (SA),2019-2019,2019.0,2019.0,1.0,4.0,1.0,1.0,2.0,2*,2.0,1.0,-,8.0,25,0.0,0.0,0.0,0.5,0,0,#VALUE!,2019-2019,2019,2019,0,4,3,126,106,1.0,Jan-50,106,5.04,126,0,0,0.25,0.20,0.23,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BE Young (AUS),1998-1999,1998.0,1999.0,2.0,6.0,3.0,1.0,31.0,18,18.0,0.0,15.5,47.0,65.95,0.0,0.0,0.0,5.17,0,0,35.68,1998-1999,1998,1999,1,6,5,234,251,1.0,Jan-26,251,6.43,234,0,0,0.17,0.16,0.16,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BF Hastings (NZ),1973-1975,1973.0,1975.0,3.0,11.0,9.0,1.0,151.0,37,37.0,0.0,18.87,271.0,55.71,0.0,0.0,1.0,13.73,0,0,33.606,1973-1975,1973,1975,2,11,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
BFW de Leede (NL),2018-2019,2018.0,2019.0,2.0,3.0,3.0,0.0,32.0,30,30.0,0.0,10.66,75.0,42.66,0.0,0.0,1.0,10.67,0,0,23.46,2018-2019,2018,2019,1,3,2,23,15,1.0,01-Mar,15,3.91,23,0,0,0.33,0.26,0.31,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BG Hadlee (NZ),1975-1975,1975.0,1975.0,1.0,2.0,2.0,1.0,26.0,19,19.0,0.0,26,93.0,27.95,0.0,0.0,0.0,13,0,0,26.78,1975-1975,1975,1975,0,2,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
BG Rogers (ZIM),2002-2005,2002.0,2005.0,4.0,15.0,15.0,0.0,478.0,84,84.0,0.0,31.86,689.0,69.37,0.0,5.0,2.0,31.87,0,33.33,46.864,2002-2005,2002,2005,3,15,9,324,321,6.0,Feb-55,53.5,5.94,54,0,0,0.40,0.17,0.33,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BGK Walker (NZ),2000-2002,2000.0,2002.0,3.0,11.0,7.0,4.0,47.0,16*,16.0,1.0,15.66,79.0,59.49,0.0,0.0,0.0,4.27,0,0,33.192,2000-2002,2000,2002,2,11,11,438,417,8.0,Feb-43,52.12,5.71,54.7,0,0,0.73,0.18,0.56,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BJ Diamanti (NZ),2009-2009,2009.0,2009.0,1.0,1.0,1.0,1.0,26.0,26*,26.0,1.0,-,22.0,118.18,0.0,0.0,0.0,26,0,0,#VALUE!,2009-2009,2009,2009,0,1,1,12,25,0.0,-,-,12.5,-,0,0,0.00,0.08,0.02,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BJ Haddin (AUS),2001-2015,2001.0,2015.0,15.0,126.0,115.0,16.0,3122.0,110,110.0,0.0,31.53,3706.0,84.24,2.0,16.0,2.0,24.78,1.59,12.7,52.614,2001-2015,2001,2015,14,126,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2001-2015,2001.0,2015.0,14.0,126.0,124.0,181.0,170.0,11.0,170.0,0.0,5 (5ct 0st),1.459,1.35,1.44,0.09,True,True,All-rounder
BJ Hodge (AUS),2005-2007,2005.0,2007.0,3.0,25.0,21.0,2.0,575.0,123,123.0,0.0,30.26,657.0,87.51,1.0,3.0,3.0,23,4,12,53.16,2005-2007,2005,2007,2,25,3,66,51,1.0,Jan-17,51,4.63,66,0,0,0.04,0.22,0.09,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BJ McCarthy (IRE),2016-2019,2016.0,2019.0,4.0,27.0,18.0,4.0,110.0,18,18.0,0.0,7.85,201.0,54.72,0.0,0.0,2.0,4.07,0,0,26.598,2016-2019,2016,2019,3,27,27,1389,1360,51.0,May-46,26.66,5.87,27.2,2,1,1.89,0.17,1.37,0.037,,,,,,,,,,,,,,,,,True,True,All-rounder
BJ McKechnie (NZ),1975-1981,1975.0,1981.0,7.0,14.0,8.0,4.0,54.0,27,27.0,0.0,13.5,145.0,37.24,0.0,0.0,1.0,3.86,0,0,22.996,1975-1981,1975,1981,6,14,14,818,495,19.0,Mar-23,26.05,3.63,43,0,0,1.36,0.28,1.03,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BJ Patel (KENYA),2001-2006,2001.0,2006.0,6.0,31.0,25.0,3.0,360.0,44,44.0,0.0,16.36,736.0,48.91,0.0,0.0,4.0,11.61,0,0,29.38,2001-2006,2001,2006,5,31,8,165,163,4.0,Feb-20,40.75,5.92,41.2,0,0,0.13,0.17,0.14,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BJ Watling (NZ),2010-2018,2010.0,2018.0,9.0,28.0,25.0,2.0,573.0,96*,96.0,1.0,24.91,838.0,68.37,0.0,5.0,3.0,20.46,0,17.86,42.294,2010-2018,2010,2018,8,28,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
BKG Mendis (SL),2016-2019,2016.0,2019.0,4.0,73.0,71.0,3.0,1973.0,102,102.0,0.0,29.01,2367.0,83.35,1.0,16.0,10.0,27.03,1.37,21.92,50.746,2016-2019,2016,2019,3,73,2,20,28,0.0,-,-,8.4,-,0,0,0.00,0.12,0.04,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BKV Prasad (INDIA),1994-2001,1994.0,2001.0,8.0,161.0,63.0,31.0,221.0,19,19.0,0.0,6.9,367.0,60.21,0.0,0.0,8.0,1.37,0,0,28.224,1994-2001,1994,2001,7,161,160,8129,6332,196.0,May-27,32.3,4.67,41.4,3,1,1.22,0.21,0.92,0.006,,,,,,,,,,,,,,,,,True,True,All-rounder
BL Cairns (NZ),1974-1985,1974.0,1985.0,12.0,78.0,65.0,6.0,987.0,60,60.0,0.0,16.72,941.0,104.88,0.0,2.0,6.0,12.65,0,2.56,51.984,1974-1985,1974,1985,11,78,75,4015,2717,89.0,May-28,30.52,4.06,45.1,2,1,1.14,0.25,0.87,0.013,,,,,,,,,,,,,,,,,True,True,All-rounder
BL D'Oliveira (ENG),1971-1972,1971.0,1972.0,2.0,4.0,4.0,1.0,30.0,17,17.0,0.0,10,43.0,69.76,0.0,0.0,0.0,7.5,0,0,33.904,1971-1972,1971,1972,1,4,4,204,140,3.0,Jan-19,46.66,4.11,68,0,0,0.75,0.24,0.60,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BL Kotze (NAM),2003-2003,2003.0,2003.0,1.0,5.0,4.0,1.0,27.0,24*,24.0,1.0,9,51.0,52.94,0.0,0.0,2.0,5.4,0,0,26.576,2003-2003,2003,2003,0,5,5,258,276,3.0,Feb-51,92,6.41,86,0,0,0.60,0.16,0.47,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BM Duckett (ENG),2016-2016,2016.0,2016.0,1.0,3.0,3.0,0.0,123.0,63,63.0,0.0,41,152.0,80.92,0.0,2.0,1.0,41,0,66.67,56.968,2016-2016,2016,2016,0,3,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
BM Laird (AUS),1979-1982,1979.0,1982.0,4.0,23.0,23.0,3.0,594.0,117*,117.0,1.0,29.7,1105.0,53.75,1.0,2.0,0.0,25.83,4.35,8.7,39.32,1979-1982,1979,1982,3,23,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
BM Mauricette (CAN),1979-1979,1979.0,1979.0,1.0,3.0,3.0,0.0,20.0,15,15.0,0.0,6.66,68.0,29.41,0.0,0.0,1.0,6.67,0,0,15.76,1979-1979,1979,1979,0,3,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
BM McMillan (SA),1991-1998,1991.0,1998.0,8.0,78.0,52.0,16.0,841.0,127,127.0,0.0,23.36,1147.0,73.32,1.0,0.0,3.0,10.78,1.28,0,43.344,1991-1998,1991,1998,7,78,75,3623,2589,70.0,Apr-32,36.98,4.28,51.7,1,0,0.90,0.23,0.70,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BM Scholtz (NAM),2019-2019,2019.0,2019.0,1.0,5.0,3.0,2.0,7.0,6,6.0,0.0,7,21.0,33.33,0.0,0.0,0.0,1.4,0,0,17.532,2019-2019,2019,2019,0,5,5,224,131,8.0,Apr-27,16.37,3.5,28,1,0,1.60,0.29,1.21,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BM Wheeler (NZ),2015-2015,2015.0,2015.0,1.0,6.0,4.0,4.0,58.0,39*,39.0,1.0,-,47.0,123.4,0.0,0.0,0.0,9.67,0,0,#VALUE!,2015-2015,2015,2015,0,6,6,309,315,8.0,Mar-63,39.37,6.11,38.6,0,0,1.33,0.16,0.98,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BMAJ Mendis (SL),2010-2019,2010.0,2019.0,10.0,58.0,44.0,10.0,636.0,72,72.0,0.0,18.7,769.0,82.7,0.0,1.0,2.0,10.97,0,1.72,44.3,2010-2019,2010,2019,9,58,49,1404,1204,28.0,Mar-15,43,5.14,50.1,0,0,0.48,0.19,0.40,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BMW Patterson (SCOT),1999-1999,1999.0,1999.0,1.0,3.0,3.0,0.0,10.0,10,10.0,0.0,3.33,43.0,23.25,0.0,0.0,2.0,3.33,0,0,11.298,1999-1999,1999,1999,0,3,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
BN Cooper (NL),2013-2019,2013.0,2019.0,7.0,8.0,6.0,0.0,171.0,74,74.0,0.0,28.5,184.0,92.93,0.0,1.0,0.0,21.38,0,12.5,54.272,2013-2019,2013,2019,6,8,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
BN French (ENG),1985-1988,1985.0,1988.0,4.0,13.0,8.0,3.0,34.0,9*,9.0,1.0,6.8,71.0,47.88,0.0,0.0,2.0,2.62,0,0,23.232,1985-1988,1985,1988,3,13,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
BN Schultz (SA),,,,,,,,,,,,,,,,,,,,,,1992-1992,1992,1992,0,1,1,54,35,1.0,Jan-35,35,3.88,54,0,0,1.00,0.26,0.78,0.000,,,,,,,,,,,,,,,,,False,True,Bowler
BO van Rooi (NAM),2003-2003,2003.0,2003.0,1.0,3.0,3.0,2.0,26.0,17,17.0,0.0,26,38.0,68.42,0.0,0.0,0.0,8.67,0,0,42.968,2003-2003,2003,2003,0,3,3,120,119,1.0,Jan-24,119,5.95,120,0,0,0.33,0.17,0.28,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BOP Fernando (SL),2019-2019,2019.0,2019.0,1.0,6.0,6.0,0.0,128.0,49,49.0,0.0,21.33,203.0,63.05,0.0,0.0,1.0,21.33,0,0,38.018,2019-2019,2019,2019,0,6,1,12,16,0.0,-,-,8,-,0,0,0.00,0.13,0.04,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BP Bracewell (NZ),1978-1978,1978.0,1978.0,1.0,1.0,1.0,1.0,0.0,0*,0.0,1.0,-,4.0,0,0.0,0.0,0.0,0,0,0,#VALUE!,1978-1978,1978,1978,0,1,1,66,41,1.0,Jan-41,41,3.72,66,0,0,1.00,0.27,0.78,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BP Julian (AUS),1993-1999,1993.0,1999.0,7.0,25.0,17.0,0.0,224.0,35,35.0,0.0,13.17,250.0,89.6,0.0,0.0,4.0,8.96,0,0,43.742,1993-1999,1993,1999,6,25,25,1146,997,22.0,Mar-40,45.31,5.21,52,0,0,0.88,0.19,0.67,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BP Kruger (NL),2010-2011,2010.0,2011.0,2.0,5.0,3.0,0.0,32.0,15,15.0,0.0,10.66,50.0,64,0.0,0.0,0.0,6.4,0,0,31.996,2010-2011,2010,2011,1,5,5,184,131,3.0,Mar-21,43.66,4.27,61.3,0,0,0.60,0.23,0.49,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BP Loots (NL),2010-2011,2010.0,2011.0,2.0,7.0,5.0,2.0,16.0,9*,9.0,1.0,5.33,27.0,59.25,0.0,0.0,1.0,2.29,0,0,26.898,2010-2011,2010,2011,1,7,7,280,287,6.0,Mar-16,47.83,6.15,46.6,0,0,0.86,0.16,0.65,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BP Nash (WI),2008-2009,2008.0,2009.0,2.0,9.0,7.0,3.0,104.0,39*,39.0,1.0,26,141.0,73.75,0.0,0.0,0.0,11.56,0,0,45.1,2008-2009,2008,2009,1,9,6,294,224,5.0,Mar-56,44.8,4.57,58.8,0,0,0.56,0.22,0.45,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BP Patel (INDIA),1974-1979,1974.0,1979.0,6.0,10.0,9.0,1.0,243.0,82,82.0,0.0,30.37,399.0,60.9,0.0,1.0,0.0,24.3,0,10,42.582,1974-1979,1974,1979,5,10,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
BP Patterson (WI),1986-1993,1986.0,1993.0,8.0,59.0,20.0,15.0,44.0,13*,13.0,1.0,8.8,101.0,43.56,0.0,0.0,1.0,0.75,0,0,22.704,1986-1993,1986,1993,7,59,58,3050,2206,90.0,Jun-29,24.51,4.33,33.8,1,1,1.53,0.23,1.14,0.017,,,,,,,,,,,,,,,,,True,True,All-rounder
BR Blair (NZ),1982-1986,1982.0,1986.0,5.0,14.0,14.0,2.0,174.0,29*,29.0,1.0,14.5,253.0,68.77,0.0,0.0,2.0,12.43,0,0,36.208,1982-1986,1982,1986,4,14,2,30,34,1.0,01-Jul,34,6.8,30,0,0,0.07,0.15,0.09,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BR Dorey (AUS),2006-2006,2006.0,2006.0,1.0,4.0,1.0,0.0,2.0,2,2.0,0.0,2,8.0,25,0.0,0.0,0.0,0.5,0,0,11.2,2006-2006,2006,2006,0,4,4,162,146,2.0,01-Dec,73,5.4,81,0,0,0.50,0.19,0.41,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BR Hartland (NZ),1992-1994,1992.0,1994.0,3.0,16.0,16.0,1.0,311.0,68*,68.0,1.0,20.73,623.0,49.91,0.0,2.0,1.0,19.44,0,12.5,32.402,1992-1994,1992,1994,2,16,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
BR Taylor (NZ),1973-1973,1973.0,1973.0,1.0,2.0,1.0,0.0,22.0,22,22.0,0.0,22,42.0,52.38,0.0,0.0,0.0,11,0,0,34.152,1973-1973,1973,1973,0,2,2,114,62,4.0,Mar-25,15.5,3.26,28.5,0,0,2.00,0.31,1.49,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BRM Taylor (ZIM),2004-2019,2004.0,2019.0,16.0,193.0,192.0,15.0,6293.0,145*,145.0,1.0,35.55,8256.0,76.22,10.0,38.0,15.0,32.61,5.18,19.69,51.818,2004-2019,2004,2019,15,193,21,396,406,9.0,Mar-54,45.11,6.15,44,0,0,0.05,0.16,0.08,0.000,2004-2019,2004.0,2019.0,15.0,193.0,193.0,154.0,125.0,29.0,96.0,29.0,5 (5ct 0st),0.797,0.65,0.8,0.15,True,True,All-rounder
BS Bedi (INDIA),1974-1979,1974.0,1979.0,6.0,10.0,7.0,2.0,31.0,13,13.0,0.0,6.2,70.0,44.28,0.0,0.0,1.0,3.1,0,0,21.432,1974-1979,1974,1979,5,10,10,590,340,7.0,Feb-44,48.57,3.45,84.2,0,0,0.70,0.29,0.58,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BS Browne (WI),1994-1994,1994.0,1994.0,1.0,4.0,3.0,2.0,8.0,8*,8.0,1.0,8,24.0,33.33,0.0,0.0,1.0,2,0,0,18.132,1994-1994,1994,1994,0,4,4,180,156,2.0,Feb-50,78,5.2,90,0,0,0.50,0.19,0.41,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BS Chandrasekhar (INDIA),1976-1976,1976.0,1976.0,1.0,1.0,1.0,1.0,11.0,11*,11.0,1.0,-,13.0,84.61,0.0,0.0,0.0,11,0,0,#VALUE!,1976-1976,1976,1976,0,1,1,56,36,3.0,Mar-36,12,3.85,18.6,0,0,3.00,0.26,2.18,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BS Sandhu (INDIA),1982-1984,1982.0,1984.0,3.0,22.0,7.0,3.0,51.0,16*,16.0,1.0,12.75,97.0,52.57,0.0,0.0,2.0,2.32,0,0,28.678,1982-1984,1982,1984,2,22,21,1110,763,16.0,Mar-27,47.68,4.12,69.3,0,0,0.73,0.24,0.58,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BT Foakes (ENG),2019-2019,2019.0,2019.0,1.0,1.0,1.0,1.0,61.0,61*,61.0,1.0,-,76.0,80.26,0.0,1.0,0.0,61,0,100,#VALUE!,2019-2019,2019,2019,0,1,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
BTJ Wheal (SCOT),2016-2019,2016.0,2019.0,4.0,13.0,7.0,3.0,16.0,14,14.0,0.0,4,31.0,51.61,0.0,0.0,3.0,1.23,0,0,23.044,2016-2019,2016,2019,3,13,13,687,508,23.0,Mar-34,22.08,4.43,29.8,0,0,1.77,0.23,1.31,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
BV Vitori (ZIM),2011-2018,2011.0,2018.0,8.0,24.0,14.0,3.0,86.0,20*,20.0,1.0,7.81,90.0,95.55,0.0,0.0,5.0,3.58,0,0,42.906,2011-2018,2011,2018,7,24,24,1193,1149,32.0,May-20,35.9,5.77,37.2,0,2,1.33,0.17,0.99,0.083,,,,,,,,,,,,,,,,,True,True,All-rounder
BW Hilfenhaus (AUS),2007-2012,2007.0,2012.0,6.0,25.0,11.0,8.0,29.0,16,16.0,0.0,9.66,69.0,42.02,0.0,0.0,0.0,1.16,0,0,22.604,2007-2012,2007,2012,5,25,25,1216,1075,29.0,May-33,37.06,5.3,41.9,0,1,1.16,0.19,0.87,0.040,,,,,,,,,,,,,,,,,True,True,All-rounder
BW Luckhurst (ENG),1975-1975,1975.0,1975.0,1.0,3.0,3.0,0.0,15.0,14,14.0,0.0,5,69.0,21.73,0.0,0.0,1.0,5,0,0,11.692,1975-1975,1975,1975,0,3,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
Babar Azam (PAK),2015-2019,2015.0,2019.0,5.0,74.0,72.0,10.0,3359.0,125*,125.0,1.0,54.17,3857.0,87.08,11.0,15.0,2.0,45.39,14.86,20.27,67.334,2015-2019,2015,2019,4,74,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
Babar Hayat (HKG),2014-2018,2014.0,2018.0,5.0,22.0,22.0,2.0,784.0,89,89.0,0.0,39.2,999.0,78.47,0.0,8.0,3.0,35.64,0,36.36,54.908,2014-2018,2014,2018,4,22,1,6,9,0.0,-,-,9,-,0,0,0.00,0.11,0.03,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Basil Hameed (UAE),2019-2019,2019.0,2019.0,1.0,3.0,3.0,1.0,126.0,63*,63.0,1.0,63,177.0,71.18,0.0,1.0,0.0,42,0,33.33,66.272,2019-2019,2019,2019,0,3,1,12,10,1.0,01-Oct,10,5,12,0,0,0.33,0.20,0.29,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Basit Ali (PAK),1993-1996,1993.0,1996.0,4.0,50.0,43.0,6.0,1265.0,127*,127.0,1.0,34.18,1669.0,75.79,1.0,9.0,3.0,25.3,2,18,50.824,1993-1996,1993,1996,3,50,2,30,21,1.0,Jan-17,21,4.2,30,0,0,0.02,0.24,0.09,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Bazid Khan (PAK),2004-2008,2004.0,2008.0,5.0,5.0,5.0,0.0,131.0,66,66.0,0.0,26.2,232.0,56.46,0.0,2.0,1.0,26.2,0,40,38.304,2004-2008,2004,2008,4,5,1,12,11,0.0,-,-,5.5,-,0,0,0.00,0.18,0.05,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Bhupinder Singh snr (INDIA),1994-1994,1994.0,1994.0,1.0,2.0,1.0,0.0,6.0,6,6.0,0.0,6,13.0,46.15,0.0,0.0,0.0,3,0,0,22.06,1994-1994,1994,1994,0,2,2,102,78,3.0,Mar-34,26,4.58,34,0,0,1.50,0.22,1.12,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Bilal Asif (PAK),2015-2015,2015.0,2015.0,1.0,3.0,3.0,0.0,40.0,38,38.0,0.0,13.33,49.0,81.63,0.0,0.0,1.0,13.33,0,0,40.65,2015-2015,2015,2015,0,3,3,132,96,5.0,May-25,19.2,4.36,26.4,0,1,1.67,0.23,1.24,0.333,,,,,,,,,,,,,,,,,True,True,All-rounder
Bilal Khan (OMAN),2019-2019,2019.0,2019.0,1.0,4.0,2.0,1.0,1.0,1*,1.0,1.0,1,7.0,14.28,0.0,0.0,1.0,0.25,0,0,6.312,2019-2019,2019,2019,0,4,4,222,151,4.0,Feb-32,37.75,4.08,55.5,0,0,1.00,0.25,0.77,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Bilawal Bhatti (PAK),2013-2015,2013.0,2015.0,3.0,10.0,7.0,1.0,89.0,39,39.0,0.0,14.83,75.0,118.66,0.0,0.0,1.0,8.9,0,0,56.362,2013-2015,2013,2015,2,10,10,409,439,6.0,Mar-37,73.16,6.44,68.1,0,0,0.60,0.16,0.47,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
C Carter (HKG),2015-2018,2015.0,2018.0,4.0,11.0,9.0,0.0,114.0,43,43.0,0.0,12.66,186.0,61.29,0.0,0.0,0.0,10.36,0,0,32.112,2015-2018,2015,2018,3,11,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
C Hemraj (WI),2018-2018,2018.0,2018.0,1.0,6.0,6.0,0.0,82.0,32,32.0,0.0,13.66,98.0,83.67,0.0,0.0,0.0,13.67,0,0,41.664,2018-2018,2018,2018,0,6,1,7,9,0.0,-,-,7.71,-,0,0,0.00,0.13,0.04,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
C Jonker (SA),2018-2018,2018.0,2018.0,1.0,2.0,2.0,0.0,31.0,25,25.0,0.0,15.5,33.0,93.93,0.0,0.0,0.0,15.5,0,0,46.872,2018-2018,2018,2018,0,2,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
C Kieswetter (ENG),2010-2013,2010.0,2013.0,4.0,46.0,40.0,5.0,1054.0,107,107.0,0.0,30.11,1172.0,89.93,1.0,5.0,4.0,22.91,2.17,10.87,54.038,2010-2013,2010,2013,3,46,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
C McAuslan (HKG),2017-2017,2017.0,2017.0,1.0,2.0,2.0,0.0,35.0,27,27.0,0.0,17.5,72.0,48.61,0.0,0.0,0.0,17.5,0,0,29.944,2017-2017,2017,2017,0,2,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
C Munro (NZ),2013-2019,2013.0,2019.0,7.0,57.0,53.0,2.0,1271.0,87,87.0,0.0,24.92,1214.0,104.69,0.0,8.0,7.0,22.3,0,14.04,56.828,2013-2019,2013,2019,6,57,25,552,481,7.0,02-Oct,68.71,5.22,78.8,0,0,0.12,0.19,0.14,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
C Overton (ENG),,,,,,,,,,,,,,,,,,,,,,2018-2018,2018,2018,0,1,1,42,55,0.0,-,-,7.85,-,0,0,0.00,0.13,0.04,0.000,,,,,,,,,,,,,,,,,False,True,Bowler
C Pringle (NZ),1990-1995,1990.0,1995.0,6.0,64.0,41.0,19.0,193.0,34*,34.0,1.0,8.77,256.0,75.39,0.0,0.0,3.0,3.02,0,0,35.418,1990-1995,1990,1995,5,64,64,3314,2459,103.0,May-45,23.87,4.45,32.1,2,1,1.61,0.22,1.19,0.016,,,,,,,,,,,,,,,,,True,True,All-rounder
C Sharma (INDIA),1983-1994,1983.0,1994.0,12.0,65.0,35.0,16.0,456.0,101*,101.0,1.0,24,504.0,90.47,1.0,0.0,3.0,7.02,1.54,0,50.588,1983-1994,1983,1994,11,65,63,2835,2336,67.0,Mar-22,34.86,4.94,42.3,0,0,1.03,0.20,0.78,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
C Viljoen (NAM),2019-2019,2019.0,2019.0,1.0,2.0,2.0,1.0,19.0,17*,17.0,1.0,19,23.0,82.6,0.0,0.0,0.0,9.5,0,0,44.44,2019-2019,2019,2019,0,2,2,30,14,2.0,02-Jun,7,2.8,15,0,0,1.00,0.36,0.81,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
