Player,Span,Start_Year,End_Year,Career_Lenght,Mat,Inns,NO,Runs,HS,HS_Numeric,HS_NotOut,Ave,BF,SR,100,50,0,4s,6s, Runs_Per_Match ,Century_Rate,Fifty_Rate,Consistency_Score
RM Siri (Arg),2019-2019,2019,2019,0,4,4,1,82,49*,49,1,27.33,80,102.5,0,0,1,6,1, 20.50 ,0.00,0.00,57.40
Aaron Jones (USA),2019-2019,2019,2019,0,8,7,3,81,39,39,0,20.25,81,100,0,0,0,3,2, 10.13 ,0.00,0.00,52.15
MO Jones (BMUDA),2019-2019,2019,2019,0,8,7,2,81,27,27,0,16.2,83,97.59,0,0,0,5,3, 10.13 ,0.00,0.00,48.76
Ahsan Abbasi (HKG),2019-2019,2019,2019,0,6,6,0,80,18,18,0,13.33,87,91.95,0,0,0,7,2, 13.33 ,0.00,0.00,44.78
DAP Darrell (BMUDA),2019-2019,2019,2019,0,11,10,1,80,30*,30,1,8.88,95,84.21,0,0,1,1,5, 7.27 ,0.00,0.00,39.01
Faizan Asif (UAE),2014-2015,2014,2015,1,6,6,0,80,28,28,0,13.33,64,125,0,0,0,9,3, 13.33 ,0.00,0.00,58.00
Ijaz Hussain (ROM),2019-2019,2019,2019,0,3,3,0,80,40,40,0,26.66,76,105.26,0,0,0,7,6, 26.67 ,0.00,0.00,58.10
RK Paudel (NEPAL),2019-2019,2019,2019,0,11,10,2,80,19,19,0,10,89,89.88,0,0,0,7,0, 7.27 ,0.00,0.00,41.95
CP Rizwan (UAE),2019-2019,2019,2019,0,5,4,0,80,44,44,0,20,73,109.58,0,0,0,10,1, 16.00 ,0.00,0.00,55.83
ZE Green (NAM),2019-2019,2019,2019,0,16,11,3,79,18*,18,1,9.87,78,101.28,0,0,1,4,3, 4.94 ,0.00,0.00,46.43
CD Barnwell (WI),2011-2013,2011,2013,2,6,6,2,78,34*,34,1,19.5,62,125.8,0,0,1,4,4, 13.00 ,0.00,0.00,62.02
Nurul Hasan (BDESH),2016-2017,2016,2017,1,9,8,4,78,30*,30,1,19.5,63,123.8,0,0,1,9,0, 8.67 ,0.00,0.00,61.22
GG Banner (Blz),2019-2019,2019,2019,0,3,3,1,77,47,47,0,38.5,65,118.46,0,0,0,1,8, 25.67 ,0.00,0.00,70.48
Sandeep Goud (OMAN),2019-2019,2019,2019,0,12,7,3,77,31*,31,1,19.25,72,106.94,0,0,0,3,3, 6.42 ,0.00,0.00,54.33
Shahid Wasif (HKG),2016-2019,2016,2019,3,9,8,3,77,40,40,0,15.4,66,116.66,0,0,1,3,1, 8.56 ,0.00,0.00,55.90
SA Wijeyeratne (CAN),2019-2019,2019,2019,0,2,2,0,77,56,56,0,38.5,51,150.98,0,1,0,12,0, 38.50 ,0.00,50.00,83.49
T Bavuma (SA),2019-2019,2019,2019,0,2,2,1,76,49,49,0,76,66,115.15,0,0,0,5,2, 38.00 ,0.00,0.00,91.66
A Flintoff (ENG),2005-2007,2005,2007,2,7,7,1,76,31,31,0,12.66,60,126.66,0,0,1,7,2, 10.86 ,0.00,0.00,58.26
DR Hooper (GUE),2019-2019,2019,2019,0,9,8,3,76,19*,19,1,15.2,91,83.51,0,0,1,3,1, 8.44 ,0.00,0.00,42.52
Imran Farhat (PAK),2010-2011,2010,2011,1,7,7,0,76,19,19,0,10.85,70,108.57,0,0,1,14,0, 10.86 ,0.00,0.00,49.94
Irfan Ahmed (HKG),2014-2015,2014,2015,1,8,8,0,76,34,34,0,9.5,83,91.56,0,0,2,4,6, 9.50 ,0.00,0.00,42.32
HB Kayondo (UGA),2019-2019,2019,2019,0,3,3,0,76,31,31,0,25.33,69,110.14,0,0,0,2,4, 25.33 ,0.00,0.00,59.25
NFI McCallum (SCOT),2007-2010,2007,2010,3,11,7,0,76,38,38,0,10.85,85,89.41,0,0,3,7,1, 6.91 ,0.00,0.00,42.27
S Matsikenyeri (ZIM),2006-2012,2006,2012,6,10,10,0,76,32,32,0,7.6,82,92.68,0,0,2,6,3, 7.60 ,0.00,0.00,41.63
Rizwan Mahmood (DEN),2019-2019,2019,2019,0,5,4,0,76,37,37,0,19,61,124.59,0,0,0,3,3, 15.20 ,0.00,0.00,61.24
VS Solanki (ENG),2005-2007,2005,2007,2,3,3,0,76,43,43,0,25.33,61,124.59,0,0,0,10,1, 25.33 ,0.00,0.00,65.03
NR Kirton (CAN),2019-2019,2019,2019,0,5,5,2,75,37*,37,1,25,83,90.36,0,0,0,4,1, 15.00 ,0.00,0.00,51.14
NJ Astle (NZ),2005-2006,2005,2006,1,4,4,1,74,40*,40,1,24.66,67,110.44,0,0,0,7,2, 18.50 ,0.00,0.00,58.97
Hirenkumar Patel (Chile),2019-2019,2019,2019,0,4,4,0,74,22,22,0,18.5,82,90.24,0,0,0,9,1, 18.50 ,0.00,0.00,47.20
S Hirugade (Mex),2019-2019,2019,2019,0,6,6,0,74,35,35,0,12.33,86,86.04,0,0,1,8,2, 12.33 ,0.00,0.00,41.81
KO Otieno (KENYA),2008-2008,2008,2008,0,4,4,0,74,40,40,0,18.5,79,93.67,0,0,0,5,2, 18.50 ,0.00,0.00,48.57
SI Runsewe (NGA),2019-2019,2019,2019,0,6,6,1,74,27,27,0,14.8,87,85.05,0,0,1,4,0, 12.33 ,0.00,0.00,42.90
G Venkateswaran (LUX),2019-2019,2019,2019,0,3,3,1,74,59,59,0,37,58,127.58,0,1,0,10,1, 24.67 ,0.00,33.33,73.23
J Vira (VAN),2019-2019,2019,2019,0,14,12,4,74,23,23,0,9.25,68,108.82,0,0,1,7,2, 5.29 ,0.00,0.00,49.08
NT Broom (NZ),2009-2017,2009,2017,8,11,7,1,73,36,36,0,12.16,68,107.35,0,0,0,8,1, 6.64 ,0.00,0.00,50.24
TS Fray (BMUDA),2019-2019,2019,2019,0,10,10,1,73,29,29,0,8.11,96,76.04,0,0,3,9,0, 7.30 ,0.00,0.00,35.28
Khurram Khan (UAE),2014-2014,2014,2014,0,3,3,0,73,31,31,0,24.33,73,100,0,0,0,8,0, 24.33 ,0.00,0.00,54.60
AR McBrine (IRE),2014-2017,2014,2017,3,19,11,5,73,14*,14,1,12.16,70,104.28,0,0,1,6,1, 3.84 ,0.00,0.00,49.01
C Munoz-Mills (ESP),2019-2019,2019,2019,0,9,7,3,73,29*,29,1,18.25,66,110.6,0,0,0,5,3, 8.11 ,0.00,0.00,55.19
AM Oyede (NGA),2019-2019,2019,2019,0,8,8,1,73,39,39,0,10.42,104,70.19,0,0,2,5,1, 9.13 ,0.00,0.00,34.33
AL Phehlukwayo (SA),2017-2019,2017,2019,2,23,11,5,73,27*,27,1,12.16,66,110.6,0,0,3,10,1, 3.17 ,0.00,0.00,51.54
AJ Strauss (ENG),2005-2009,2005,2009,4,4,4,0,73,33,33,0,18.25,64,114.06,0,0,1,9,0, 18.25 ,0.00,0.00,56.57
RA Thomas (CAN),2019-2019,2019,2019,0,8,8,1,73,18,18,0,10.42,95,76.84,0,0,1,7,1, 9.13 ,0.00,0.00,36.99
Farhad Reza (BDESH),2006-2014,2006,2014,8,13,9,0,72,19,19,0,8,88,81.81,0,0,1,4,2, 5.54 ,0.00,0.00,37.52
Haroon Mughal (MALTA),2019-2019,2019,2019,0,4,4,0,72,31,31,0,18,65,110.76,0,0,0,6,1, 18.00 ,0.00,0.00,55.10
Hassan Rasheed (Mald),2019-2019,2019,2019,0,8,7,0,72,22,22,0,10.28,100,72,0,0,0,4,1, 9.00 ,0.00,0.00,34.97
A Pusthay (Fin),2019-2019,2019,2019,0,5,5,0,72,37,37,0,14.4,60,120,0,0,0,5,1, 14.40 ,0.00,0.00,56.64
AS Wright (GUE),2019-2019,2019,2019,0,8,7,0,72,43,43,0,10.28,84,85.71,0,0,1,6,3, 9.00 ,0.00,0.00,40.45
Sahir Naqash (GER),2019-2019,2019,2019,0,7,5,1,71,38*,38,1,17.75,52,136.53,0,0,2,2,5, 10.14 ,0.00,0.00,65.26
T Taylor (Caym),2019-2019,2019,2019,0,6,6,2,71,19*,19,1,17.75,91,78.02,0,0,0,2,5, 11.83 ,0.00,0.00,41.86
Abdul Hashmi (DEN),2019-2019,2019,2019,0,8,5,1,70,31,31,0,17.5,66,106.06,0,0,1,4,0, 8.75 ,0.00,0.00,52.92
Awais Zia (PAK),2012-2014,2012,2014,2,5,5,0,70,23,23,0,14,80,87.5,0,0,0,4,3, 14.00 ,0.00,0.00,43.40
FF Mulivai (Samoa),2019-2019,2019,2019,0,4,4,0,70,48,48,0,17.5,37,189.18,0,0,1,2,8, 17.50 ,0.00,0.00,86.17
Hafez Farooq (Peru),2019-2019,2019,2019,0,4,4,0,69,24,24,0,17.25,68,101.47,0,0,0,7,2, 17.25 ,0.00,0.00,50.94
C Hauptfleisch (Caym),2019-2019,2019,2019,0,5,5,0,69,42,42,0,13.8,85,81.17,0,0,1,4,2, 13.80 ,0.00,0.00,40.75
Ibrarul Haq (Saudi),2019-2019,2019,2019,0,5,4,0,69,49,49,0,17.25,47,146.8,0,0,1,6,4, 13.80 ,0.00,0.00,69.07
SM Katich (AUS),2005-2006,2005,2006,1,3,2,0,69,39,39,0,34.5,47,146.8,0,0,0,8,2, 23.00 ,0.00,0.00,79.42
TB Sole (SCOT),2019-2019,2019,2019,0,9,6,2,69,33*,33,1,17.25,43,160.46,0,0,0,9,1, 7.67 ,0.00,0.00,74.53
J Umanath (Mex),2019-2019,2019,2019,0,7,7,1,69,25,25,0,11.5,77,89.61,0,0,1,7,2, 9.86 ,0.00,0.00,42.74
R Ankad (Mex),2019-2019,2019,2019,0,8,7,3,68,40*,40,1,17,72,94.44,0,0,2,7,0, 8.50 ,0.00,0.00,47.98
AG Cremer (ZIM),2008-2018,2008,2018,10,29,19,6,68,17,17,0,5.23,102,66.66,0,0,2,2,0, 2.34 ,0.00,0.00,29.80
Dawlat Zadran (AFG),2012-2019,2012,2019,7,34,17,8,68,13,13,0,7.55,42,161.9,0,0,3,4,6, 2.00 ,0.00,0.00,69.29
TM Dowlin (WI),2009-2010,2009,2010,1,2,2,1,68,37*,37,1,68,69,98.55,0,0,0,8,0, 34.00 ,0.00,0.00,80.22
R Escobar (Arg),2019-2019,2019,2019,0,5,4,1,68,28*,28,1,22.66,76,89.47,0,0,0,6,1, 13.60 ,0.00,0.00,49.38
AR Patel (INDIA),2015-2018,2015,2018,3,11,7,3,68,20*,20,1,17,54,125.92,0,0,0,3,3, 6.18 ,0.00,0.00,60.57
Sikander Zulfiqar (NL),2016-2019,2016,2019,3,11,8,1,68,18,18,0,9.71,68,100,0,0,0,5,0, 6.18 ,0.00,0.00,45.83
JNT Vare (PNG),2015-2017,2015,2017,2,8,7,0,68,38,38,0,9.71,71,95.77,0,0,0,4,0, 8.50 ,0.00,0.00,44.13
C Viljoen (NAM),2019-2019,2019,2019,0,12,7,3,68,33,33,0,17,70,97.14,0,0,0,7,1, 5.67 ,0.00,0.00,49.06
Waqas Khan (HKG),2014-2017,2014,2017,3,8,7,3,68,33*,33,1,17,89,76.4,0,0,1,3,2, 8.50 ,0.00,0.00,40.76
Hilal Ahmad (CZK-R),2019-2019,2019,2019,0,7,7,2,67,30,30,0,13.4,59,113.55,0,0,0,6,1, 9.57 ,0.00,0.00,53.46
AJ Michael (Samoa),2019-2019,2019,2019,0,4,4,1,67,23,23,0,22.33,69,97.1,0,0,0,5,2, 16.75 ,0.00,0.00,52.24
Zawar Farid (UAE),2019-2019,2019,2019,0,4,4,0,67,55,55,0,16.75,53,126.41,0,1,0,5,3, 16.75 ,0.00,25.00,60.61
Abraash Khan (CAN),2019-2019,2019,2019,0,7,4,0,66,22,22,0,16.5,60,110,0,0,0,7,1, 9.43 ,0.00,0.00,53.90
PHKD Mendis (SL),2018-2019,2018,2019,1,4,4,0,66,41,41,0,16.5,46,143.47,0,0,1,6,3, 16.50 ,0.00,0.00,67.29
Waheed Ahmed (UAE),2019-2019,2019,2019,0,10,9,4,66,19,19,0,13.2,80,82.5,0,0,0,6,2, 6.60 ,0.00,0.00,40.92
J Bulele (Moz),2019-2019,2019,2019,0,7,7,0,65,24,24,0,9.28,95,68.42,0,0,1,8,0, 9.29 ,0.00,0.00,32.94
SC Kuggeleijn (NZ),2019-2019,2019,2019,0,9,5,3,65,35*,35,1,32.5,30,216.66,0,0,1,4,6, 7.22 ,0.00,0.00,106.16
H Lakov (),2019-2019,2019,2019,0,3,3,0,65,28,28,0,21.66,62,104.83,0,0,0,5,0, 21.67 ,0.00,0.00,54.93
Shoaib Khan jnr (PAK),2008-2008,2008,2008,0,4,4,0,65,50,50,0,16.25,74,87.83,0,1,1,7,0, 16.25 ,0.00,25.00,44.88
FA Allen (WI),2018-2019,2018,2019,1,11,9,2,64,27,27,0,9.14,56,114.28,0,0,2,5,3, 5.82 ,0.00,0.00,51.20
Anique Uddin (DEN),2019-2019,2019,2019,0,6,6,0,64,31,31,0,10.66,79,81.01,0,0,0,3,0, 10.67 ,0.00,0.00,38.80
Ansar Iqbal (NOR),2019-2019,2019,2019,0,4,4,0,64,40,40,0,16,72,88.88,0,0,0,6,1, 16.00 ,0.00,0.00,45.15
B Arora (MALTA),2019-2019,2019,2019,0,4,4,0,64,28,28,0,16,64,100,0,0,0,5,3, 16.00 ,0.00,0.00,49.60
K Birkenstock (NAM),2019-2019,2019,2019,0,4,2,0,64,59,59,0,32,33,193.93,0,1,0,7,4, 16.00 ,0.00,25.00,96.77
S Dube (INDIA),2019-2019,2019,2019,0,6,4,2,64,54,54,0,32,42,152.38,0,1,0,3,4, 10.67 ,0.00,16.67,80.15
RM Haq (SCOT),2007-2013,2007,2013,6,21,12,7,64,21*,21,1,12.8,96,66.66,0,0,1,2,1, 3.05 ,0.00,0.00,34.34
DP Hyatt (WI),2011-2012,2011,2012,1,5,5,1,64,28,28,0,16,54,118.51,0,0,0,4,4, 12.80 ,0.00,0.00,57.00
G Manan (ROM),2019-2019,2019,2019,0,3,3,0,64,29,29,0,21.33,52,123.07,0,0,0,11,1, 21.33 ,0.00,0.00,62.03
A Natubhai Ahir (PNM),2019-2019,2019,2019,0,3,3,0,64,30,30,0,21.33,59,108.47,0,0,0,10,1, 21.33 ,0.00,0.00,56.19
WB Rankin (ENG/IRE),2009-2019,2009,2019,10,48,15,8,64,16*,16,1,9.14,74,86.48,0,0,2,3,3, 1.33 ,0.00,0.00,40.08
DJ Reekers (NL),2008-2009,2008,2009,1,6,5,0,64,29,29,0,12.8,49,130.61,0,0,1,10,2, 10.67 ,0.00,0.00,59.92
Sadeeq Khan (ROM),2019-2019,2019,2019,0,3,3,1,64,28,28,0,32,42,152.38,0,0,0,3,6, 21.33 ,0.00,0.00,80.15
Usman Waheed (KUW),2019-2019,2019,2019,0,6,4,1,64,28*,28,1,21.33,61,104.91,0,0,1,6,1, 10.67 ,0.00,0.00,54.76
V Balakrishnan (Botsw),2019-2019,2019,2019,0,3,3,1,63,29*,29,1,31.5,82,76.82,0,0,0,6,1, 21.00 ,0.00,0.00,49.63
LJ Barker (GUE),2019-2019,2019,2019,0,9,8,0,63,20,20,0,7.87,69,91.3,0,0,3,8,0, 7.00 ,0.00,0.00,41.24
Imran Ismail (Moz),2019-2019,2019,2019,0,7,7,0,63,17,17,0,9,58,108.62,0,0,0,7,3, 9.00 ,0.00,0.00,48.85
Kuldeep Lal (ESP),2019-2019,2019,2019,0,8,3,0,63,38,38,0,21,41,153.65,0,0,0,3,2, 7.88 ,0.00,0.00,74.06
AN Cook (ENG),2007-2009,2007,2009,2,4,4,0,61,26,26,0,15.25,54,112.96,0,0,0,10,0, 15.25 ,0.00,0.00,54.33
OD Hald (DEN),2019-2019,2019,2019,0,9,8,1,61,18,18,0,8.71,57,107.01,0,0,1,4,2, 6.78 ,0.00,0.00,48.03
Hasan Ali (PAK),2016-2019,2016,2019,3,30,10,5,61,23,23,0,12.2,35,174.28,0,0,2,3,5, 2.03 ,0.00,0.00,77.03
PD McGlashan (NZ),2006-2010,2006,2010,4,11,9,1,61,26,26,0,7.62,64,95.31,0,0,0,6,2, 5.55 ,0.00,0.00,42.70
R Nehonde (Botsw),2019-2019,2019,2019,0,7,7,1,61,26,26,0,10.16,79,77.21,0,0,1,3,1, 8.71 ,0.00,0.00,36.98
NM Odhiambo (KENYA),2010-2019,2010,2019,9,16,8,2,61,26,26,0,10.16,94,64.89,0,0,2,4,1, 3.81 ,0.00,0.00,32.05
A Sathya (Mex),2019-2019,2019,2019,0,3,3,0,61,30,30,0,20.33,61,100,0,0,0,3,2, 20.33 ,0.00,0.00,52.20
PH Shamdasani (Peru),2019-2019,2019,2019,0,4,4,1,61,37,37,0,20.33,72,84.72,0,0,0,3,1, 15.25 ,0.00,0.00,46.09
AJ Tye (AUS),2016-2018,2016,2018,2,26,11,5,61,20,20,0,10.16,55,110.9,0,0,2,4,3, 2.35 ,0.00,0.00,50.46
DE Budge (SCOT),2018-2018,2018,2018,0,6,4,2,60,24,24,0,30,59,101.69,0,0,0,2,3, 10.00 ,0.00,0.00,58.68
JWM Dalrymple (ENG),2006-2007,2006,2007,1,3,3,0,60,32,32,0,20,57,105.26,0,0,0,6,0, 20.00 ,0.00,0.00,54.10
LM Jongwe (ZIM),2015-2016,2015,2016,1,8,7,0,60,34,34,0,8.57,65,92.3,0,0,2,4,1, 7.50 ,0.00,0.00,42.06
J Kila (PNG),2019-2019,2019,2019,0,12,5,3,60,27*,27,1,30,31,193.54,0,0,0,4,5, 5.00 ,0.00,0.00,95.42
Mohammad Adnan (Saudi),2019-2019,2019,2019,0,5,3,3,60,38*,38,1,-,31,193.54,0,0,0,4,5, 12.00 ,0.00,0.00,#VALUE!
Mominul Haque (BDESH),2012-2014,2012,2014,2,6,4,1,60,26*,26,1,20,50,120,0,0,0,5,2, 10.00 ,0.00,0.00,60.00
P Mustard (ENG),2008-2008,2008,2008,0,2,2,0,60,40,40,0,30,37,162.16,0,0,0,5,4, 30.00 ,0.00,0.00,82.86
Zameer Khan (DEN),2019-2019,2019,2019,0,2,2,1,60,33,33,0,60,61,98.36,0,0,0,4,0, 30.00 ,0.00,0.00,75.34
Zeeshan Siddiqui (OMAN),2015-2015,2015,2015,0,5,5,1,60,33*,33,1,15,63,95.23,0,0,0,7,0, 12.00 ,0.00,0.00,47.09
Ariful Haque (BDESH),2018-2018,2018,2018,0,9,8,4,59,18*,18,1,14.75,61,96.72,0,0,1,4,0, 6.56 ,0.00,0.00,47.54
DR Flynn (NZ),2008-2012,2008,2012,4,5,5,0,59,23,23,0,11.8,51,115.68,0,0,0,1,4, 11.80 ,0.00,0.00,53.35
Hayatullah Niazi (NOR),2019-2019,2019,2019,0,4,4,1,59,27,27,0,19.66,47,125.53,0,0,0,3,3, 14.75 ,0.00,0.00,62.01
Mohammad Amir (PAK),2009-2019,2009,2019,10,48,14,6,59,21*,21,1,7.37,72,81.94,0,0,2,2,3, 1.23 ,0.00,0.00,37.20
Muhammad Saleem (),2019-2019,2019,2019,0,4,4,0,59,52,52,0,14.75,54,109.25,0,1,0,5,1, 14.75 ,0.00,25.00,52.55
AK Perera (SL),2013-2019,2013,2019,6,6,5,0,59,16,16,0,11.8,65,90.76,0,0,0,5,1, 9.83 ,0.00,0.00,43.38
IS Sodhi (NZ),2014-2019,2014,2019,5,40,7,3,59,15,15,0,14.75,56,105.35,0,0,1,4,3, 1.48 ,0.00,0.00,50.99
Aamer Ikram (PORT),2019-2019,2019,2019,0,4,4,0,58,23,23,0,14.5,73,79.45,0,0,0,4,4, 14.50 ,0.00,0.00,40.48
Abu Hider (BDESH),2016-2018,2016,2018,2,13,5,4,58,22*,22,1,58,43,134.88,0,0,0,5,4, 4.46 ,0.00,0.00,88.75
D Heyliger (CAN),2019-2019,2019,2019,0,11,7,5,58,23*,23,1,29,42,138.09,0,0,1,2,3, 5.27 ,0.00,0.00,72.64
JJ Huo (Moz),2019-2019,2019,2019,0,7,7,0,58,18,18,0,8.28,61,95.08,0,0,1,7,2, 8.29 ,0.00,0.00,43.00
DF Jacobs (THAI),2019-2019,2019,2019,0,4,4,0,58,20,20,0,14.5,82,70.73,0,0,0,7,0, 14.50 ,0.00,0.00,36.99
K Mendon (CZK-R),2019-2019,2019,2019,0,6,4,4,58,39*,39,1,-,51,113.72,0,0,0,5,2, 9.67 ,0.00,0.00,#VALUE!
Mohamed Azzam (Mald),2019-2019,2019,2019,0,7,6,2,58,17*,17,1,14.5,61,95.08,0,0,1,6,0, 8.29 ,0.00,0.00,46.73
Shaheryar Butt (Belg),2019-2019,2019,2019,0,3,3,1,58,30*,30,1,29,55,105.45,0,0,0,3,4, 19.33 ,0.00,0.00,59.58
CJO Smith (SCOT),2007-2009,2007,2009,2,8,6,1,58,46*,46,1,11.6,54,107.4,0,0,3,6,0, 7.25 ,0.00,0.00,49.92
Alok Kapali (BDESH),2007-2011,2007,2011,4,7,7,2,57,19,19,0,11.4,85,67.05,0,0,2,3,1, 8.14 ,0.00,0.00,33.66
Fayyaz Butt (OMAN),2019-2019,2019,2019,0,14,6,4,57,25*,25,1,28.5,48,118.75,0,0,0,4,2, 4.07 ,0.00,0.00,64.60
C Jonker (SA),2018-2018,2018,2018,0,2,2,0,57,49,49,0,28.5,29,196.55,0,0,0,5,3, 28.50 ,0.00,0.00,95.72
A Makesh (KUW),2019-2019,2019,2019,0,4,2,1,57,57,57,0,57,41,139.02,0,1,0,3,4, 14.25 ,0.00,25.00,89.81
GP Meade (ITA),2019-2019,2019,2019,0,8,5,0,57,18,18,0,11.4,63,90.47,0,0,0,4,1, 7.13 ,0.00,0.00,43.03
A Sarma (GER),2019-2019,2019,2019,0,3,3,0,57,28,28,0,19,67,85.07,0,0,0,3,1, 19.00 ,0.00,0.00,45.43
P Sarraf (NEPAL),2019-2019,2019,2019,0,9,8,1,57,18,18,0,8.14,84,67.85,0,0,3,9,0, 6.33 ,0.00,0.00,32.02
Sohag Gazi (BDESH),2012-2015,2012,2015,3,10,7,3,57,24,24,0,14.25,59,96.61,0,0,0,3,1, 5.70 ,0.00,0.00,47.19
AJ Turner (AUS),2017-2019,2017,2019,2,11,7,3,57,22*,22,1,14.25,57,100,0,0,1,1,2, 5.18 ,0.00,0.00,48.55
Amjad Sher (Fin),2019-2019,2019,2019,0,5,5,0,56,24,24,0,11.2,36,155.55,0,0,0,1,4, 11.20 ,0.00,0.00,68.94
T Banton (ENG),2019-2019,2019,2019,0,3,3,0,56,31,31,0,18.66,34,164.7,0,0,0,6,3, 18.67 ,0.00,0.00,77.08
JM How (NZ),2007-2008,2007,2008,1,5,5,0,56,31,31,0,11.2,67,83.58,0,0,0,5,1, 11.20 ,0.00,0.00,40.15
EB Knowles (CZK-R),2019-2019,2019,2019,0,7,6,2,56,19,19,0,14,54,103.7,0,0,1,7,1, 8.00 ,0.00,0.00,49.88
P Manning (Caym),2019-2019,2019,2019,0,6,6,1,56,28,28,0,11.2,89,62.92,0,0,1,4,0, 9.33 ,0.00,0.00,31.89
MJ Ross (ITA),2019-2019,2019,2019,0,8,5,1,56,34,34,0,14,42,133.33,0,0,0,2,3, 7.00 ,0.00,0.00,61.73
SMSM Senanayake (SL),2012-2016,2012,2016,4,24,12,6,56,17,17,0,9.33,66,84.84,0,0,2,3,1, 2.33 ,0.00,0.00,39.53
D Ajekun (NGA),2019-2019,2019,2019,0,6,6,0,55,17,17,0,9.16,81,67.9,0,0,0,6,1, 9.17 ,0.00,0.00,32.66
MNM Aslam (KUW),2019-2019,2019,2019,0,6,4,0,55,26,26,0,13.75,59,93.22,0,0,1,4,1, 9.17 ,0.00,0.00,45.54
C Carter (HKG),2015-2017,2015,2017,2,10,5,1,55,17,17,0,13.75,63,87.3,0,0,0,3,0, 5.50 ,0.00,0.00,43.17
N Deonarine (WI),2010-2013,2010,2013,3,8,7,2,55,36*,36,1,11,53,103.77,0,0,3,5,0, 6.88 ,0.00,0.00,48.11
PWH de Silva (SL),2019-2019,2019,2019,0,8,7,3,55,14*,14,1,13.75,50,110,0,0,0,3,0, 6.88 ,0.00,0.00,52.25
GB Hogg (AUS),2006-2014,2006,2014,8,15,4,0,55,41,41,0,13.75,39,141.02,0,0,0,3,3, 3.67 ,0.00,0.00,64.66
KM Jarvis (ZIM),2011-2019,2011,2019,8,22,12,5,55,27,27,0,7.85,64,85.93,0,0,4,1,4, 2.50 ,0.00,0.00,39.08
Mirza Ahsan (Aut),2019-2019,2019,2019,0,5,3,2,55,51*,51,1,55,18,305.55,0,1,0,2,7, 11.00 ,0.00,20.00,155.22
OE Newey (GUE),2019-2019,2019,2019,0,7,6,1,55,23*,23,1,11,66,83.33,0,0,1,2,0, 7.86 ,0.00,0.00,39.93
R Satheesan (ROM),2019-2019,2019,2019,0,4,3,1,55,23,23,0,27.5,42,130.95,0,0,0,3,4, 13.75 ,0.00,0.00,68.88
HS Baidwan (CAN),2008-2013,2008,2013,5,17,11,2,54,21,21,0,6,52,103.84,0,0,4,4,1, 3.18 ,0.00,0.00,45.14
JW Chilia (VAN),2019-2019,2019,2019,0,14,7,4,54,23,23,0,18,54,100,0,0,0,3,3, 3.86 ,0.00,0.00,50.80
M Dixit (LUX),2019-2019,2019,2019,0,3,2,0,54,38,38,0,27,59,91.52,0,0,0,6,2, 18.00 ,0.00,0.00,52.81
GD Drummond (SCOT),2008-2013,2008,2013,5,17,7,0,54,35,35,0,7.71,65,83.07,0,0,2,3,0, 3.18 ,0.00,0.00,37.85
JSE Dunford (JER),2019-2019,2019,2019,0,17,9,3,54,29,29,0,9,67,80.59,0,0,3,2,0, 3.18 ,0.00,0.00,37.64
MSS Mandy (Chile),2019-2019,2019,2019,0,4,4,0,54,32,32,0,13.5,67,80.59,0,0,0,8,0, 13.50 ,0.00,0.00,40.34
SMA Priyanjan (SL),2017-2017,2017,2017,0,3,3,2,54,40*,40,1,54,62,87.09,0,0,0,1,2, 18.00 ,0.00,0.00,67.24
BA King (WI),2019-2019,2019,2019,0,6,5,0,53,31,31,0,10.6,50,106,0,0,0,6,1, 8.83 ,0.00,0.00,48.76
Usman Limbada (CAN),2010-2013,2010,2013,3,7,3,2,53,21*,21,1,53,41,129.26,0,0,0,6,0, 7.57 ,0.00,0.00,83.50
MRJ Watt (SCOT),2015-2019,2015,2019,4,35,11,6,53,14*,14,1,10.6,40,132.5,0,0,1,6,1, 1.51 ,0.00,0.00,59.36
TS Bharaj (DEN),2019-2019,2019,2019,0,9,8,0,52,19,19,0,6.5,77,67.53,0,0,1,2,0, 5.78 ,0.00,0.00,30.91
G Caisley (),2019-2019,2019,2019,0,4,4,0,52,38,38,0,13,60,86.66,0,0,1,3,2, 13.00 ,0.00,0.00,42.46
SJ Cotter (Samoa),2019-2019,2019,2019,0,4,4,0,52,25,25,0,13,62,83.87,0,0,0,4,1, 13.00 ,0.00,0.00,41.35
RP Magar (NEPAL),2014-2015,2014,2015,1,6,6,0,52,25,25,0,8.66,89,58.42,0,0,1,0,3, 8.67 ,0.00,0.00,28.56
A Manousis (),2019-2019,2019,2019,0,3,3,1,52,23,23,0,26,49,106.12,0,0,0,5,1, 17.33 ,0.00,0.00,58.05
DM Nakrani (UGA),2019-2019,2019,2019,0,4,4,1,52,19,19,0,17.33,48,108.33,0,0,0,2,3, 13.00 ,0.00,0.00,53.73
Ovais Yousof (NGA),2019-2019,2019,2019,0,3,3,0,52,33,33,0,17.33,70,74.28,0,0,0,5,0, 17.33 ,0.00,0.00,40.11
IS Billcliff (CAN),2010-2010,2010,2010,0,2,2,0,51,37,37,0,25.5,39,130.76,0,0,0,3,2, 25.50 ,0.00,0.00,67.60
TGJ Gruijters (NL),2012-2013,2012,2013,1,8,5,3,51,21*,21,1,25.5,47,108.51,0,0,0,3,1, 6.38 ,0.00,0.00,58.70
